Activity Period,Activity Period - Calc,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201603,3/1/2016,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,16590
201603,3/1/2016,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,13760
201603,3/1/2016,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,11503
201603,3/1/2016,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,7099
201603,3/1/2016,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,5007
201603,3/1/2016,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,27768
201603,3/1/2016,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,28319
201603,3/1/2016,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,15322
201603,3/1/2016,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,15728
201603,3/1/2016,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5693
201603,3/1/2016,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6879
201603,3/1/2016,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,61855
201603,3/1/2016,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,61551
201603,3/1/2016,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,8401
201603,3/1/2016,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,7726
201603,3/1/2016,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,7662
201603,3/1/2016,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,7894
201603,3/1/2016,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,21975
201603,3/1/2016,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,21710
201603,3/1/2016,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11430
201603,3/1/2016,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,9904
201603,3/1/2016,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,7136
201603,3/1/2016,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,5329
201603,3/1/2016,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,6368
201603,3/1/2016,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,5518
201603,3/1/2016,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,11807
201603,3/1/2016,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13553
201603,3/1/2016,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,942
201603,3/1/2016,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,989
201603,3/1/2016,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,2394
201603,3/1/2016,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,2409
201603,3/1/2016,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,157756
201603,3/1/2016,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,158773
201603,3/1/2016,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1299
201603,3/1/2016,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,8527
201603,3/1/2016,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,8364
201603,3/1/2016,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,141992
201603,3/1/2016,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,142567
201603,3/1/2016,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,29
201603,3/1/2016,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,3335
201603,3/1/2016,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,3315
201603,3/1/2016,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Deplaned,Low Fare,International,A,411
201603,3/1/2016,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Enplaned,Low Fare,International,A,146
201603,3/1/2016,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5995
201603,3/1/2016,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5538
201603,3/1/2016,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5186
201603,3/1/2016,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5405
201603,3/1/2016,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,8865
201603,3/1/2016,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8729
201603,3/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,26087
201603,3/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,31435
201603,3/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,169
201603,3/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,248521
201603,3/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,263407
201603,3/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,114
201603,3/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,327187
201603,3/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,319873
201603,3/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,39
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,67286
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,71388
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,7593
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,6372
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,213
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,344
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,6842
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,3805
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,4388
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,9378
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,20876
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,19711
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,25660
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,8581
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,914
201603,3/1/2016,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,17521
201603,3/1/2016,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,186464
201603,3/1/2016,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,194636
201603,3/1/2016,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,4189
201603,3/1/2016,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,4693
201603,3/1/2016,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,12313
201603,3/1/2016,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10898
201604,4/1/2016,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,6054
201604,4/1/2016,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,6301
201604,4/1/2016,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,10116
201604,4/1/2016,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,9483
201604,4/1/2016,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,28811
201604,4/1/2016,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,28958
201604,4/1/2016,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,9427
201604,4/1/2016,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,8485
201604,4/1/2016,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,13146
201604,4/1/2016,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,13697
201604,4/1/2016,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,2975
201604,4/1/2016,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Low Fare,International,G,138
201604,4/1/2016,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,1839
201604,4/1/2016,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,9227
201604,4/1/2016,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,7576
201604,4/1/2016,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,55729
201604,4/1/2016,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,54045
201604,4/1/2016,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6025
201604,4/1/2016,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,5149
201604,4/1/2016,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7043
201604,4/1/2016,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6185
201604,4/1/2016,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,66589
201604,4/1/2016,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,66900
201604,4/1/2016,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,108977
201604,4/1/2016,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,108063
201604,4/1/2016,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8236
201604,4/1/2016,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,6095
201604,4/1/2016,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,19022
201604,4/1/2016,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,18295
201604,4/1/2016,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,3836
201604,4/1/2016,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,3571
201604,4/1/2016,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,20436
201604,4/1/2016,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,17168
201604,4/1/2016,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9780
201604,4/1/2016,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,9254
201604,4/1/2016,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,5936
201604,4/1/2016,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,4795
201604,4/1/2016,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,6593
201604,4/1/2016,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,5370
201604,4/1/2016,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,16658
201604,4/1/2016,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,17244
201604,4/1/2016,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,10319
201604,4/1/2016,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,9070
201604,4/1/2016,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,151892
201604,4/1/2016,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,154775
201604,4/1/2016,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,32
201604,4/1/2016,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,18454
201604,4/1/2016,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,15746
201604,4/1/2016,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,13925
201604,4/1/2016,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,10608
201604,4/1/2016,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,7524
201604,4/1/2016,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,4938
201604,4/1/2016,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,28928
201604,4/1/2016,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,29434
201604,4/1/2016,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,16648
201604,4/1/2016,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,15864
201604,4/1/2016,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5986
201604,4/1/2016,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5602
201604,4/1/2016,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,64861
201604,4/1/2016,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,64507
201604,4/1/2016,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,11301
201604,4/1/2016,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,10487
201604,4/1/2016,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,9224
201604,4/1/2016,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,7958
201604,4/1/2016,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,20714
201604,4/1/2016,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,20762
201604,4/1/2016,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11016
201604,4/1/2016,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,9616
201604,4/1/2016,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,7623
201604,4/1/2016,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,5668
201604,4/1/2016,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,6190
201604,4/1/2016,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,6297
201604,4/1/2016,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13249
201604,4/1/2016,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,12203
201604,4/1/2016,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,1130
201604,4/1/2016,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,1174
201604,4/1/2016,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,410
201604,4/1/2016,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,395
201604,4/1/2016,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,154245
201604,4/1/2016,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,154002
201604,4/1/2016,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1323
201604,4/1/2016,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,6968
201604,4/1/2016,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,7900
201604,4/1/2016,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,143074
201604,4/1/2016,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,140655
201604,4/1/2016,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,17
201604,4/1/2016,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,5051
201604,4/1/2016,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,5041
201604,4/1/2016,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Deplaned,Low Fare,International,A,411
201604,4/1/2016,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Enplaned,Low Fare,International,A,146
201604,4/1/2016,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6103
201604,4/1/2016,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5598
201604,4/1/2016,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5140
201604,4/1/2016,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,4340
201604,4/1/2016,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,8531
201604,4/1/2016,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8018
201604,4/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,21265
201604,4/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,25362
201604,4/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,241627
201604,4/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,253489
201604,4/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,84
201604,4/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,338822
201604,4/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,320027
201604,4/1/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,60
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,74255
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,65019
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,6555
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,5434
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,127
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,310
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,8012
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,2014
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,6847
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,12751
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,26155
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,27206
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,25892
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,8332
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,2
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,1267
201604,4/1/2016,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,15697
201604,4/1/2016,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,198406
201604,4/1/2016,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,199539
201604,4/1/2016,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,5537
201604,4/1/2016,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,5307
201604,4/1/2016,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10999
201604,4/1/2016,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,11793
201605,5/1/2016,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,6144
201605,5/1/2016,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,7249
201605,5/1/2016,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,10808
201605,5/1/2016,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,10582
201605,5/1/2016,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Other,International,A,2159
201605,5/1/2016,Air Berlin,AB,Air Berlin,AB,International,Europe,Enplaned,Other,International,A,2041
201605,5/1/2016,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,40047
201605,5/1/2016,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,42727
201605,5/1/2016,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,9837
201605,5/1/2016,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,9136
201605,5/1/2016,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,16348
201605,5/1/2016,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,17944
201605,5/1/2016,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,3027
201605,5/1/2016,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Low Fare,International,G,161
201605,5/1/2016,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,2021
201605,5/1/2016,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,9386
201605,5/1/2016,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,8126
201605,5/1/2016,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,58688
201605,5/1/2016,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,59242
201605,5/1/2016,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,4713
201605,5/1/2016,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,4952
201605,5/1/2016,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7337
201605,5/1/2016,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6905
201605,5/1/2016,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,79807
201605,5/1/2016,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,77439
201605,5/1/2016,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,116370
201605,5/1/2016,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,116461
201605,5/1/2016,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8440
201605,5/1/2016,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7641
201605,5/1/2016,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,20178
201605,5/1/2016,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20100
201605,5/1/2016,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,4078
201605,5/1/2016,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,4216
201605,5/1/2016,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,21721
201605,5/1/2016,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,20544
201605,5/1/2016,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9953
201605,5/1/2016,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10374
201605,5/1/2016,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,6429
201605,5/1/2016,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,5782
201605,5/1/2016,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,6686
201605,5/1/2016,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,6084
201605,5/1/2016,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,8784
